gauge_id,tau_star_PRCP,tau_star_SRAD,tau_star_Tair,tau_star_VP,TE_star_PRCP,TE_star_SRAD,TE_star_Tair,TE_star_VP,n_sig_PRCP,n_sig_SRAD,n_sig_Tair,n_sig_VP
02349900,5.4994738564537,1.9982438965491751,16.409218323230423,22.725637840236686,0.0006981498233835211,0.00152897795724384,0.001236466027164744,0.001301086849445497,5.0,2.0,25.0,7.0
02350900,2.371779537866869,4.663663936193746,18.652263872352133,1.0,0.00125315646393155,0.0012594047681372,0.0011347661675915961,0.0015913819456546,5.0,3.0,7.0,1.0
02361000,3.4429700561710437,15.251600134747228,10.0,,0.0007618110593238313,0.0008353003743544395,0.0007855751824641999,,3.0,5.0,1.0,
02363000,4.188424398674486,4.6602787813503275,,,0.001283130358640762,0.0017525469839923665,,,4.0,3.0,,
02369800,7.37619405816262,25.000000000000004,,22.486781524787553,0.0005728300990226897,0.0007001529743980001,,0.000779422189504089,3.0,1.0,,2.0
02371500,3.3324961873446,2.572743302721794,13.080813022624005,10.83778967117245,0.0018986830356273034,0.00237375543286392,0.0014837509869881048,0.001730024578472534,6.0,4.0,3.0,7.0
02372250,5.114945502003255,2.887964076806859,25.0,2.0,0.001105078513788158,0.0016403156995658497,0.0013292126043516,0.0017373133983243,7.0,4.0,1.0,1.0
02374500,2.0807794811284177,1.0,25.031325629209693,19.53467377677122,0.0015250479396297333,0.0042441080471898,0.001603516819758879,0.0017980502267970666,3.0,1.0,6.0,2.0
02381600,20.501738847716165,22.701079049776045,15.544457563171653,16.689594874153627,0.0011385921374801704,0.0018203202917518955,0.001716639418944863,0.0019171957886686196,6.0,2.0,29.0,26.0
02384540,9.353279819576533,1.474162497167125,13.35171019825717,1.0,0.0012237482235267793,0.0022249194350559003,0.0015291513342115836,0.0015794433861367,6.0,2.0,5.0,1.0
02395120,8.93148531791731,15.56351415713371,16.37018595049972,16.8171762002117,0.00171532145531311,0.002889591464032117,0.002830181930355471,0.003041834761877266,8.0,6.0,29.0,16.0
02408540,5.449039363008563,13.975346927992701,16.741456063561994,16.672129797226056,0.0014025717894658768,0.0021854822091847536,0.002889982436186705,0.002797893632887486,6.0,9.0,29.0,28.0
02415000,10.480608383942027,17.191135847675078,16.248614820597115,16.267322405645057,0.0017749285896047659,0.0028510400395126995,0.003526438652694053,0.003395160719028008,5.0,10.0,30.0,28.0
02422500,9.980264330109096,12.661891158739314,17.304346632328446,18.859298315614577,0.0007901592550086713,0.0011550395394771481,0.0015591815617145596,0.0014482184413666325,7.0,8.0,29.0,23.0
02427250,3.1454981242593205,13.791933736481528,16.743655833892184,16.53104219484796,0.0015207171833722518,0.002287974243684485,0.002268013820490083,0.0023282681177176977,3.0,9.0,27.0,22.0
02430085,6.068241288108925,11.744909501988735,15.87628546955174,15.14867195652264,0.0014269144545859926,0.002339616105146148,0.0025701453260999563,0.002536392766319934,8.0,9.0,30.0,23.0
02430615,9.87275294242249,13.918276802738548,16.096241414707997,16.697143919215083,0.0016556249695338621,0.0028320029586040934,0.002678224363797968,0.002862785135018075,8.0,9.0,29.0,18.0
02450250,6.7088967114439315,15.421696444603318,15.824952902871479,16.327451668932234,0.0016686116080489321,0.0028257070228331167,0.0034131196207652864,0.003252169403282949,6.0,11.0,30.0,28.0
02464000,11.859342509120731,16.000623908784387,16.604039867415757,17.328960795067783,0.0021840951774722904,0.003232784091577334,0.00389549536623656,0.0037124525794311426,8.0,6.0,30.0,27.0
02464146,10.361191672265246,9.112540408604664,20.0,,0.0007764882387841958,0.0012367716864562345,0.0013380285749998,,7.0,3.0,1.0,
02464360,13.29278749542965,10.866886603041086,18.648514942542306,19.620336304013396,0.001945520806427379,0.003537542083602943,0.0033211142101013643,0.0034715251629567536,10.0,2.0,24.0,4.0
02465493,3.9061400630063625,13.732591200698108,23.06255438674553,16.749870313202212,0.000605851798885988,0.0008781527912854262,0.000915157237118955,0.0008798542426170041,3.0,5.0,7.0,9.0
02469800,1.8975059446861255,15.336565573274267,17.592158444165136,19.300112282411266,0.0021356946110365938,0.0023811426996588297,0.0026417629369065135,0.002536729929934373,3.0,7.0,27.0,17.0
02472000,5.180159061018175,7.158379333591408,15.700924097943917,15.70999015268915,0.0017674528200869797,0.0024146396187510744,0.0026333357201284388,0.00266303130389291,9.0,8.0,30.0,30.0
02472500,5.762662974485239,10.08222397687401,18.365442479728323,20.718594025421936,0.0012898156013987,0.0020500037342216794,0.0021162479405836838,0.0021873704258851753,6.0,7.0,22.0,12.0
02479155,8.113020152240045,7.348817866653085,17.13730748514238,21.50318947523963,0.0008796814489229512,0.0013892324503229669,0.0014148648773226777,0.0016299918194338397,3.0,5.0,27.0,17.0
02479300,2.309028230008966,7.168264796851199,16.3957743328024,12.957186299255925,0.0032256504361484295,0.0026507827563958908,0.0023230735501812367,0.002509047496139244,6.0,6.0,15.0,5.0
02479560,3.1341356356130365,6.799054311827495,18.772449447642657,20.8819559342641,0.002019969765354534,0.002576991848077417,0.0022838455183870686,0.0026674714057061035,8.0,7.0,18.0,10.0
02481000,6.560393398934758,10.106349883593719,16.81239542834512,19.537360301759627,0.0017831123186491905,0.0033119848677131154,0.0029658219234253965,0.0032758931793503247,8.0,5.0,24.0,14.0
02481510,4.95775642956705,14.67466179851928,17.699250584881316,18.508675541492263,0.001618119343656543,0.002096555800992896,0.0018216490458164965,0.0020719916599678243,8.0,8.0,6.0,5.0
03010655,4.956394750665041,7.697629458536051,16.593906733977047,16.88688559981294,0.002044250050501125,0.0030466840923249433,0.003441804881985347,0.00310137124028286,6.0,7.0,27.0,22.0
03011800,6.148911154018988,2.0,17.047107472503775,5.840940941791151,0.00113218365773942,0.0025870685718769,0.0020346877446403328,0.0018211142584889416,4.0,1.0,21.0,2.0
03015500,4.7574287486859905,13.668347198002216,15.528567412646174,15.403648754879681,0.0015183580729355918,0.0024565306055928,0.003674363720894933,0.0033478393237401025,6.0,2.0,30.0,30.0
03021350,8.218306301235215,15.667795150134063,15.114696143924945,15.336986336295656,0.001858279861676047,0.0034355986516784996,0.0065420985209585164,0.005818656606798006,7.0,16.0,30.0,30.0
03026500,9.380548840334027,14.00351631578918,17.297787104431652,16.294530384494152,0.0013000160696592731,0.0021617987287979932,0.002435954345849317,0.0023284024758623836,6.0,2.0,25.0,21.0
03028000,6.904384436380121,16.0,17.484230857741686,11.439760855654031,0.0010247285983467974,0.0020540691630852,0.0018724942430400173,0.0017705708420814776,5.0,1.0,25.0,16.0
03049000,9.522514975436884,14.434060460832933,16.88085000093544,16.72325771380348,0.000965283788634907,0.001543031134249372,0.0016030774779415842,0.0017479702377945511,4.0,4.0,26.0,26.0
03049800,16.38088454349422,30.000000000000004,,,0.0007553022354970624,0.0010852634050181,,,4.0,1.0,,
03050000,2.850340827283663,21.48752328227328,18.524200117706584,22.182343201798748,0.002603981445856689,0.003455812325122507,0.0038602057991976124,0.0038314696762881554,2.0,2.0,22.0,11.0
03066000,7.531950752793187,5.516885608041303,24.36425017991274,,0.0008207987014541238,0.0012328501481292092,0.0011945609235036125,,4.0,2.0,6.0,
03069500,14.300155722970594,25.886620444195355,16.76878521263158,18.48157807254519,0.0009323028055175661,0.001774478888756723,0.002041008878098547,0.0018358825905393848,4.0,3.0,29.0,19.0
03070500,9.139668849423117,18.004127365725253,16.527694869703815,16.439372928250293,0.001610054492325476,0.002465922145902363,0.00461657213905152,0.003982899984144729,7.0,11.0,30.0,30.0
03076600,12.232076367756607,19.48712509735323,16.860046655358673,16.066280598698096,0.0016995246378030443,0.0027823898086387256,0.00404605150122125,0.003368156860159726,3.0,3.0,30.0,30.0
03078000,8.545321166776066,15.240594375719926,17.193581142163914,16.837417921089404,0.0011302097137577368,0.0020172923157312393,0.00406379774393767,0.00359266920878806,3.0,13.0,30.0,30.0
03140000,6.490872050704821,21.86235805663926,15.778729290751924,16.066957213339542,0.0017002442107007267,0.002788923674869506,0.0025847574618816805,0.002829896596650707,10.0,3.0,23.0,9.0
03144000,10.891596124841104,1.0,16.314539418966955,16.13707190801465,0.001312414619239335,0.0021821976350947,0.002179135467795162,0.0022271059687619236,8.0,1.0,29.0,29.0
03159540,6.909587646764784,18.464946332250513,16.82314933124173,17.801277946390897,0.0009680692310231254,0.0015108079341727661,0.002346007008996226,0.0021950281307222723,6.0,4.0,29.0,27.0
03161000,6.581648260344888,16.296071927331266,26.521779744333283,,0.0009878258452715408,0.0015021172469228238,0.0011638227189493169,,3.0,4.0,2.0,
03164000,4.016496803339362,1.0,14.5767984595833,1.0,0.001100544946485512,0.0039701748741667,0.0014330762948540938,0.0015174896209797,6.0,1.0,9.0,1.0
03165000,12.839414617708567,12.545999324026694,16.578187955854553,13.269278524971522,0.0012768613833669508,0.002344125194377729,0.0018991307982046952,0.0024436658635857648,5.0,6.0,12.0,4.0
03170000,6.500541519346127,13.841279462885609,17.27673954137423,16.39847651000259,0.0016703806735607054,0.002635274286910356,0.0025988173066766695,0.0025463901453970077,7.0,7.0,19.0,9.0
03173000,5.660804877496613,6.729640634736447,16.369840870534762,18.588984456692696,0.00141318292265418,0.0018375439405639868,0.0019678197165774215,0.0018249282782685425,8.0,4.0,27.0,16.0
03180500,12.456196457550845,17.471532263950614,17.94773583438143,16.050287588687457,0.0009015744682661843,0.0015000956547811697,0.0017734201245462628,0.00167680738039078,4.0,4.0,26.0,18.0
03182500,5.317067305589518,19.281572814013312,16.50706522122278,15.970494281222626,0.0008934325297022705,0.00158533270164751,0.002414281379016824,0.002245603495335172,2.0,7.0,30.0,30.0
03186500,11.049543757975963,15.73990782330824,16.547990030233702,16.285053591860052,0.0014338013880404556,0.002364216236845935,0.00396364865868741,0.0038922745091915234,6.0,7.0,30.0,30.0
03187500,8.40768468986713,18.184117245863177,16.14854758408107,16.036306407266945,0.0013030119962593452,0.0020406243249273125,0.003157082590040916,0.0031273767256513995,4.0,7.0,30.0,30.0
03213700,2.9354415613023113,3.372444928100403,18.1539111237401,16.451203760774252,0.00241185890341665,0.0028273043292929715,0.0031322248383094096,0.003148377296623963,5.0,2.0,23.0,17.0
03237280,4.182051621593165,24.0,19.967309322297332,23.610720242887293,0.0014939231624498334,0.0023765412696463,0.0023917310400011368,0.0025971045898590473,4.0,1.0,20.0,13.0
03237500,1.0,,18.190236003076325,21.429782976975474,0.0006520323196826,,0.0010083461715313271,0.0010017532800060541,1.0,,16.0,8.0
03238500,4.83510290566838,9.03089372697573,15.537827024234437,16.39755134352268,0.0020921611219627424,0.002611087359719169,0.0035484836096384927,0.0034174862364710805,5.0,3.0,30.0,29.0
03241500,8.720330502645599,4.894477848799425,17.105752833347566,14.11569962100856,0.0017922375588885044,0.0028602096297786,0.0026649507511017985,0.0027210812726946344,6.0,3.0,25.0,7.0
03280700,1.387408484295681,21.86317245228895,16.43740142358016,16.398403030906774,0.0021454658519139,0.0026628695915523683,0.002903554473176923,0.0027957134181531306,2.0,2.0,30.0,27.0
03281100,6.2987387179438725,15.456376345884768,16.921636027767413,17.260915399232697,0.0015883680775500844,0.0023552471170137485,0.0034622248247614578,0.0033236765377038825,6.0,9.0,30.0,28.0
03281500,2.9652943123190036,16.645193735352574,17.34003138339848,17.206686996360983,0.0015693069929024108,0.002037633896077386,0.003420936381515448,0.0032413391909714277,6.0,5.0,30.0,29.0
03285000,8.766786397772348,15.178754937060424,13.720493821496818,18.22933714649453,0.0010900534793012652,0.0018913723693383304,0.0016640431732124121,0.0019430745491723293,9.0,7.0,14.0,6.0
03291780,10.621380818676172,16.400912057344037,15.615990717890194,16.549311963186366,0.0014310443046256648,0.0023780393952163212,0.0024938536129973676,0.002514492231932203,13.0,6.0,30.0,24.0
03300400,6.332504857149647,16.43528414128189,16.060274499998798,17.47149847522653,0.001285270024957357,0.0021813391266859517,0.002450033890282082,0.0025357523558975355,7.0,9.0,30.0,25.0
03338780,2.8630199838547328,4.2606975653056125,10.597536520353984,,0.0023716962186993784,0.0035311499717287907,0.0030530124420798145,,5.0,2.0,2.0,
03340800,4.42314001626774,,15.578607328969733,11.497400869989198,0.0010800849032925183,,0.0017358437494540873,0.0017268115590286174,6.0,,3.0,2.0
03346000,4.348746867238339,7.88852426443976,13.674163478494068,4.999233212584145,0.001414027514405717,0.002458587683661889,0.002316629825674676,0.00241783802384346,9.0,4.0,12.0,3.0
03357350,7.5174224232688625,13.003934028997094,18.325921083383204,19.187409390347703,0.0011241693681583417,0.002312417575255428,0.0019417805846698632,0.0018124529972393787,6.0,2.0,19.0,10.0
03364500,10.790162920127257,20.0,9.730894180689607,1.0,0.0013416386689824751,0.0021379964257345,0.001893917348334972,0.0020108759698437,9.0,1.0,8.0,1.0
03366500,4.815398428139483,11.479975166054036,15.868024227082023,15.918437210496439,0.0015130920208309368,0.0020917989322023728,0.002065143893010027,0.0020120507337858745,6.0,3.0,29.0,27.0
03368000,9.108732833080795,23.952417959229308,16.087348381306807,16.673954688640507,0.0013933482142268131,0.002126068278960404,0.0024874880106827563,0.0024874675563299987,5.0,2.0,29.0,28.0
03384450,10.163842031597326,15.586278901875904,16.451090355578053,15.906913246092703,0.001177607863462406,0.0020325463338679577,0.0022966953742902248,0.002209301303747771,11.0,14.0,29.0,26.0
03439000,8.28021917996986,8.741756960971015,14.13604613920988,12.883548707186533,0.0011952879988462264,0.002164394913601684,0.001867710499436417,0.0021464402387094982,3.0,4.0,26.0,11.0
03450000,8.993852928121346,9.0,6.999999999999999,,0.0009333144794365433,0.0013920659662507,0.0013469949623302,,7.0,1.0,1.0,
03455500,9.104402480015569,8.038302653308584,15.344026300993603,16.05186915686922,0.0014205141802556955,0.002602216915596137,0.002335402955474761,0.0025820303859586005,6.0,3.0,28.0,26.0
03456500,10.984764884569767,8.132973123334438,14.000000000000002,21.0,0.0009485747548509761,0.0016380155337848386,0.0012646156777066,0.0017895412599894997,7.0,3.0,1.0,1.0
03460000,7.729827674052255,18.344597416310467,16.141290681775686,16.55728783296095,0.0015624920244137678,0.0026885508532923166,0.0032541775921002838,0.002654373313734684,7.0,14.0,30.0,25.0
03463300,5.859066719116628,,,5.0,0.0008771315453025964,,,0.001527964131342,4.0,,,1.0
03471500,5.449270346712424,12.071169469754947,16.432095042917673,21.068284177565083,0.0013780144763689095,0.001749789639363659,0.0018637038602769339,0.001960858657056436,3.0,3.0,28.0,8.0
03473000,2.365026441188698,16.45558551964214,16.771170811931935,17.542448386866933,0.002099116883637682,0.002745286550773789,0.0032232093700770605,0.003050835014130317,3.0,10.0,29.0,23.0
03479000,7.9742908050313215,20.532501126660765,19.838143333450525,24.070718563497323,0.0010529388910629142,0.001579058531348944,0.0013398608360692137,0.0016973927425165626,4.0,2.0,4.0,2.0
03488000,4.467648966060308,10.268826059459693,16.65201401092864,16.06624760235004,0.0012226874631256436,0.0016891274082743257,0.002232987907297004,0.0020464992997342433,2.0,3.0,29.0,30.0
03498500,7.3857488790396735,15.098760277688806,17.0659531363769,18.372553812681968,0.001288359238864077,0.0020131230665806766,0.0020187093876944083,0.0021521242711658225,6.0,14.0,26.0,13.0
03500000,3.7539139512302286,10.782081000894,18.290756512863513,19.148895657278356,0.0012851058484227211,0.001974316679126707,0.0018326422676106615,0.002030360304178231,5.0,5.0,22.0,17.0
03500240,7.8838133868788605,14.903732484043369,16.20754686966475,16.068745328179045,0.001170672452995644,0.0019922227457835322,0.0023490763243068425,0.0023689047903540476,8.0,11.0,29.0,29.0
03504000,6.2649621168129235,11.21505780520758,15.166282223065615,15.266176212701625,0.0012665228673670022,0.001862525236209405,0.0017380173334207532,0.002049712552903642,6.0,8.0,19.0,10.0
03574500,2.35683210725618,10.558454065254743,16.06440566107869,16.617951100646337,0.0013209258942168968,0.0014213387219140187,0.0016665661282288583,0.0016301211712212603,6.0,6.0,30.0,28.0
03592718,11.744837799482534,14.215643873751645,16.586745755807645,15.100278286669761,0.0007512963828892464,0.0010023614174212725,0.0009887407610690256,0.001044239017126883,5.0,5.0,24.0,13.0
03604000,1.7590670151695582,17.554372153655077,18.322505730706443,17.41685133757679,0.0013414297096720335,0.0011954395701585677,0.0011823406229801358,0.001137219153363705,4.0,6.0,24.0,18.0
04015330,12.947064988822481,4.272510078080416,17.0,8.504704738764262,0.00043874428056171375,0.000733943147593225,0.0006198066667839,0.0005988068550923794,6.0,2.0,1.0,4.0
04024430,7.009920149117003,15.80151655469516,14.867305108561956,14.562189800310087,0.0011158687743095044,0.001812729509755319,0.0020509655045391185,0.0017135603671686467,11.0,21.0,30.0,27.0
04027000,2.1523611670365472,14.492495386718625,13.895844822905113,15.725769314592402,0.0017175250356142203,0.00248137570299695,0.0021846213533022953,0.0018826726302172286,4.0,24.0,26.0,11.0
04040500,2.6405561393418724,12.434506107545207,13.830977022939472,16.012658676222266,0.0020113321479141937,0.00232068331176795,0.002268186024907793,0.0018685545076734327,5.0,23.0,27.0,12.0
04043050,8.303268354996996,14.460850223818484,15.043155362070276,15.500613866634863,0.002149241784998247,0.004534997832017699,0.00507736291220811,0.0035443904981349948,7.0,30.0,30.0,28.0
04045500,5.803221204980771,14.73110831312384,13.618071410785854,16.04532807052228,0.0014089084520635797,0.001973444613580407,0.0030373451573124117,0.002473800201296802,8.0,13.0,30.0,27.0
04056500,2.1110392225448784,18.71959367537005,14.322785072015847,16.882286425893067,0.00174896292688665,0.0019356629408156067,0.0024788579716419745,0.0020891785063488055,4.0,11.0,29.0,24.0
04057510,1.7392231157719233,14.35960939417362,14.527609521079215,15.301505361042869,0.00217675076692758,0.002477242876048965,0.003203962435845434,0.0028056256315074062,4.0,19.0,30.0,30.0
04057800,4.238318702662432,13.343161893583448,13.698665052440228,14.327109799156387,0.0011150590735671286,0.0018354655313347226,0.001827987231660805,0.0013958694999080142,8.0,23.0,24.0,15.0
04059500,8.471977255161818,16.388741212067963,15.019301497946325,15.64770596836769,0.001392982247585403,0.002361175106817766,0.0027718865151837306,0.0021198538253884825,5.0,17.0,30.0,20.0
04063700,3.535591112299967,15.202124109160012,9.305425840863839,7.51342679410564,0.0012875757804386362,0.00251166086260449,0.0021124155240148114,0.001837768523938136,6.0,27.0,14.0,5.0
04074950,2.9352132003257516,16.097594498212658,13.445924461521694,12.810426067766073,0.0020765335069254523,0.002895498821140405,0.0027337452802090223,0.0021703324476607484,4.0,29.0,28.0,18.0
04105700,3.313453500630543,3.4850886849869998,15.03159369304821,15.723183231716176,0.0015122826905619399,0.002224338231985718,0.0024694756659196897,0.002457341670810927,7.0,2.0,29.0,30.0
04115265,2.594739067808268,3.0,17.690395749546134,18.47696373533311,0.002565375212506065,0.0033933976516903,0.0032087768868219848,0.002931676656858885,5.0,1.0,21.0,12.0
04122200,6.166069234321392,7.077662536944678,15.911874722160126,17.72967034897414,0.001144321234272341,0.00214022050324637,0.0023391187562019035,0.0021186637142175777,8.0,3.0,30.0,26.0
04122500,6.858146798536798,9.337381284963039,16.183821105817774,17.45675773119933,0.0013352536728886868,0.0017357135269889567,0.0027106392379877965,0.0025486408883335187,9.0,4.0,30.0,28.0
04124000,4.725362510648647,8.66909832095213,15.432461258103654,15.554206383855322,0.0017540786511527383,0.0023688836869664265,0.004231793773064748,0.003763943599654955,7.0,11.0,30.0,30.0
04127918,2.0549731206651916,9.632299602621085,15.084935930929324,16.608473531088936,0.003078832979219292,0.0036316716088850122,0.004356820148170277,0.0035710003383984143,4.0,12.0,30.0,27.0
04127997,3.66665214887943,13.599803831837841,15.255460884053049,15.546778922699504,0.0025365625294506283,0.0037117153377625904,0.006554673918866919,0.005443743624243538,6.0,24.0,30.0,30.0
04161580,1.7482722998517837,8.237588886113961,16.276078998400088,16.799539781481037,0.0021546289797072875,0.002377193343255896,0.004038487773290615,0.003731327120601706,3.0,3.0,30.0,30.0
04185000,2.7999831643345416,9.30539948587965,15.374500151791148,16.499138210746935,0.002261023830547897,0.0023816159031309213,0.003274309116195738,0.0028996263899421066,8.0,4.0,30.0,28.0
04196800,3.6670866881756963,15.23356601541922,15.943582535682488,15.889856702158866,0.0020915142910519326,0.003187733482218414,0.0038357893703106945,0.0032020585051981227,8.0,8.0,30.0,30.0
04197100,7.005911852381421,9.638129550040356,15.960214943748014,16.039500863975377,0.0017795392157342962,0.0034319790513425183,0.004472724032659752,0.0038403192156433916,7.0,4.0,30.0,30.0
04197170,6.488168342395856,20.586440182997208,16.29021623300463,16.632538463408356,0.0018851762331962196,0.003815784638573568,0.0049692944256275,0.004237228506557577,4.0,6.0,30.0,28.0
04213000,1.143071292531607,16.0303498762921,15.416791825255318,15.264803103740658,0.0049066270879609,0.003013412782477251,0.003697310112828791,0.0031950148297195235,2.0,15.0,30.0,30.0
04213075,1.0,9.925209685868934,19.286677984821907,20.077982119113862,0.0018852931424687,0.0016196537983302866,0.0017918279275166323,0.0017974056084422163,1.0,3.0,19.0,20.0
04216418,10.724580088448318,14.462154806959369,16.017020922635165,16.31638245000112,0.0017782198040504048,0.0029633956929497815,0.005281861860901855,0.004290688107134692,5.0,10.0,30.0,29.0
04221000,6.680994227375356,8.66976111271745,16.272823797964836,18.004813312619575,0.0013430549037842042,0.0017996328926877015,0.0025790142346491674,0.0023042075141631595,3.0,7.0,30.0,24.0
04224775,5.525038545503496,2.68697346043335,17.236584327901213,22.588220393128775,0.001287688483445137,0.002233383029270425,0.002522637166313795,0.0020588433476604554,3.0,3.0,27.0,15.0
04233000,9.216123799046157,5.566475191527317,17.88656407547803,20.906320188447605,0.001030802778533175,0.0015527381192419183,0.0017676648526075561,0.0015616101217812862,2.0,2.0,22.0,9.0
04256000,3.9416245621356074,6.8505419632817235,15.326738673240495,17.506512354073344,0.0013891780853142058,0.001989303943016101,0.0025262640814934225,0.0020246069573109293,4.0,11.0,29.0,23.0
04296000,6.389538282578043,10.30257616668739,15.371733328840815,16.089151141399668,0.0016316423439622372,0.0033734206482145712,0.004403823867512108,0.003791936658272933,5.0,16.0,30.0,29.0
05056000,1.0,10.637472718530566,17.836848992259856,,0.0009245724018405,0.00199734980994232,0.0016606010731606466,,1.0,3.0,8.0,
05057000,16.32005585189154,18.588594976187963,21.0,,0.0011530719699842586,0.0019436496835550296,0.0019384615060283998,,5.0,9.0,1.0,
05057200,5.454872890877857,11.99408694394537,17.556068430863167,,0.00111713589369115,0.0021851509767287676,0.0020737127919159036,,4.0,5.0,3.0,
05062500,4.52798397793127,8.906608242725218,23.0,4.8740437120468405,0.0013766633782752542,0.0022212733407913554,0.0022872885748504,0.001992223992840263,5.0,2.0,1.0,4.0
05087500,2.7080312062165306,16.0,2.0,,0.002086581653743823,0.0026083807865925,0.0021337656808008,,4.0,1.0,1.0,
05120500,17.400238401058065,12.49601691278536,,,0.0009841662542868172,0.0019176535423995683,,,4.0,2.0,,
05123400,8.852550775159402,14.557217074783702,19.0,,0.0013329585352951816,0.0024357741471295823,0.0020921545472676,,11.0,6.0,1.0,
05129115,7.2370617526911465,15.864584822926021,14.389990743967243,13.439972941289737,0.0013085987512884063,0.0029035749329214136,0.0027933959237501182,0.0022378762591458174,8.0,29.0,30.0,11.0
05131500,3.295813702594287,16.769336692079463,13.41334835102864,8.403392853436806,0.001689988670158738,0.0030747825528592765,0.0026666121506825477,0.0019564822063228107,9.0,28.0,28.0,11.0
05291000,8.52755517665613,18.35569202882366,25.0,,0.0014572493009241936,0.002705801521656728,0.0024421333871994,,8.0,5.0,1.0,
05362000,5.862856293214519,13.536550875007821,10.064311114501228,10.901966857892665,0.0021024941161788,0.003233278187749814,0.003203175079197986,0.0027659497654614527,8.0,12.0,14.0,10.0
05393500,5.621592261632945,11.562762772102799,14.99063970877718,13.63577561284188,0.0021455704286575403,0.0034901372009129602,0.003252567671291851,0.002739469900683811,7.0,15.0,23.0,14.0
05399500,5.901572145318751,7.73174394138148,15.182265317828687,17.363128352206292,0.0011130464451488272,0.0019514449560577376,0.0019975393745310637,0.0016832639564641214,6.0,4.0,27.0,16.0
05408000,11.668709571697551,17.002247041881187,,3.4131986889372725,0.00034444246144679314,0.0004112053187552353,,0.0003706784673853,4.0,3.0,,2.0
05412500,5.829548511577462,14.789367105958505,,3.536230599399255,0.0014476519434893397,0.001968611399673439,,0.0018026893200165201,7.0,7.0,,4.0
05413500,5.990732770496484,13.333674866444088,16.079761879385888,6.310591000395731,0.0012956164204407324,0.0015605226434513705,0.0014882241146204598,0.0015163944855724001,6.0,5.0,6.0,2.0
05414000,9.078979671124245,17.12944837281438,13.725141034912497,11.504622589145198,0.0008817773392738936,0.001536081317022388,0.0012788859363316518,0.0013349434045305843,10.0,8.0,2.0,5.0
05444000,3.8609060844582648,9.522164327398622,16.80009565499587,11.295482270064536,0.0017279614833421001,0.0027893632509198604,0.0029270091645153314,0.0024134093988300324,3.0,3.0,24.0,3.0
05454000,8.746088686980803,21.0,14.11401982202962,11.36152093203442,0.0014112392112624857,0.0021777572155506,0.0021502849664014,0.002135265321764397,7.0,1.0,2.0,6.0
05458000,3.7183072041312775,11.999999999999998,,6.461995175812215,0.001234760917503892,0.0014238078664187998,,0.0011332022829299842,4.0,1.0,,3.0
05466500,6.2445421511192345,10.652986502796434,19.05015714924775,4.0,0.001977025333320968,0.002770533022047296,0.002598078847747449,0.0025683583368981,14.0,9.0,3.0,1.0
05487980,6.772776045024762,16.96780542589935,4.003769369053509,7.055754754113522,0.0011833897181268602,0.002164653408807098,0.0018977526947537863,0.0020605247159523063,9.0,6.0,7.0,9.0
05488200,9.774474223180771,12.707108300879165,3.9707237975161878,8.528620982774827,0.00113870922755024,0.0017176422321236915,0.0014979978055995834,0.0016016756775250108,11.0,3.0,6.0,13.0
05489000,9.49858408475402,20.80450077915144,10.39338624590957,11.812256863740156,0.0008425150121755014,0.0013579927185468656,0.0012566183867904833,0.0013839334642638066,13.0,9.0,10.0,20.0
05495000,7.119408363679415,12.467534668044777,12.051906087923713,9.270778626538624,0.0012384351223375932,0.0021661183802651786,0.0017305328297749399,0.001864245969316493,16.0,3.0,2.0,3.0
05495500,6.0783092223512725,7.390400513296013,,,0.0014211756625847817,0.00222802346378482,,,7.0,2.0,,
05501000,7.029215922540251,11.346403103969035,23.0,,0.00174180673253651,0.0028375545920400038,0.0026347247670292,,7.0,2.0,1.0,
05503800,6.134684878193965,11.810484531920027,20.24014340188717,1.0,0.0012230107432200878,0.0019397999898227857,0.0019384033052371667,0.0018380338553461,10.0,3.0,3.0,1.0
05507600,7.712554152083322,,,4.0,0.0013728696179325943,,,0.0020555665303448,6.0,,,1.0
05508805,6.557604726948075,1.0,20.0,14.039702379839092,0.0017538434437840813,0.00268187185084,0.0022199629122736,0.002358464731071975,6.0,1.0,1.0,2.0
05514500,4.987629876452061,8.818130799251511,29.0,11.388097425014326,0.0015639034547394492,0.0024514316299307265,0.0020244566789192,0.002246732983517022,8.0,3.0,1.0,2.0
05525500,4.089791487286974,16.03998320979007,1.0,,0.0019342288918590272,0.0026210840787990277,0.0023694146757354,,6.0,3.0,1.0,
05556500,3.366899619886036,16.706754241433014,8.0,,0.0010495443320847914,0.001429363585637392,0.0016783834556053,,5.0,3.0,1.0,
05584500,5.294561915110408,4.791465843467565,27.0,11.94990504046671,0.0015031127259474719,0.0021797346009714254,0.0021370182592155,0.0021445897990964406,13.0,4.0,1.0,7.0
05585000,6.729843950973371,3.766102611988342,21.0,,0.0014260325998364726,0.0021362466085271246,0.0018921193986404,,14.0,3.0,1.0,
05591550,3.6877626650377664,7.614440032531153,18.130208256277985,18.0,0.00206686914251839,0.0029445479205770122,0.0027746058745029894,0.003293531956177,6.0,4.0,15.0,1.0
05592050,9.767073559109875,13.200699292662351,15.901327994379505,26.40213698939059,0.0012485641164468337,0.0022180716643689083,0.0021947817625632697,0.00219039935099463,5.0,6.0,13.0,2.0
05592575,9.81229702360126,,19.83237300820689,20.841538872048282,0.0016227117499460313,,0.0023306435474398732,0.0024438112549509047,6.0,,15.0,9.0
